Time,Cell_length,DNA1,DNA2,CD45RA,CD133,CD19,CD22,CD11b,CD4,CD8,CD34,Flt3,CD20,CXCR4,CD235ab,CD45,CD123,CD321,CD14,CD33,CD47,CD11c,CD7,CD15,CD16,CD44,CD38,CD13,CD3,CD61,CD117,CD49d,HLA-DR,CD64,CD41,Viability,file_number,event_number
567330.4375,43,2580.04150390625,3388.36254882813,2.40021896362305,-0.122044987976551,-0.153924033045769,-0.0517445877194405,-0.258022487163544,29.1630897521973,1.60493469238281,-0.226949974894524,0.27952840924263,-0.270667493343353,7.49145984649658,6.37800407409668,1201.0703125,-0.132802978157997,18.8133087158203,0.00236967206001282,-0.125225946307182,100.038459777832,-0.0374544784426689,21.6084613800049,-0.103107407689095,-0.178812101483345,180.772064208984,121.445358276367,1.14709806442261,624.819152832031,-0.152202636003494,-0.185713559389114,0.791582226753235,-0.220497742295265,-0.221620038151741,-0.134705901145935,-0.238476425409317,98,93227
38665,40,2265.92358398438,2883.89038085938,7.09885501861572,-0.185095101594925,13.4548835754395,-0.141134783625603,-0.129803761839867,-0.137066632509232,-0.0661342591047287,-0.220851764082909,-0.22035251557827,-0.124172315001488,6.78671598434448,2.52464842796326,347.831756591797,0.771455407142639,24.7022285461426,-0.0949841737747192,0.0225058142095804,99.2388763427734,-0.061668872833252,-0.129842981696129,-0.22917814552784,0.976426482200623,11.9461164474487,374.140380859375,2.23671054840088,0.478772461414337,-0.230477467179298,-0.0624236352741718,2.59941244125366,103.850952148438,0.105488643050194,-0.0844532325863838,-0.0204705502837896,98,6810
14642,43,1701.82531738281,2902.46264648438,5.03978776931763,-0.187024906277657,-0.21696825325489,-0.050519909709692,-0.121059775352478,14.9661808013916,0.521408379077911,0.274765133857727,0.141417175531387,-0.00757756549865007,3.99590396881104,6.31381845474243,1632.93957519531,-0.245051622390747,37.7721290588379,0.48477777838707,-0.0414841212332249,48.2859039306641,-0.171654984354973,3.78886365890503,-0.018822705373168,-0.218275725841522,331.379486083984,1.37806749343872,-0.0514633134007454,498.639404296875,0.022765513509512,2.0124568939209,0.156931206583977,-0.170947536826134,-0.0206568278372288,-0.108815342187881,0.91502833366394,98,2095
182341,32,1902.14501953125,2272.3310546875,4.82510185241699,0.847863256931305,36.8523826599121,31.982759475708,0.316061109304428,-0.0351632945239544,-0.0308525655418634,-0.243919745087624,-0.204379677772522,17.445182800293,5.09310007095337,7.50410079956055,722.272827148438,1.2752777338028,1.36787915229797,-0.193823844194412,-0.168716788291931,7.60776662826538,-0.13780215382576,-0.213586062192917,-0.234767913818359,-0.161459624767303,46.9052314758301,4.76367044448853,-0.0622573979198933,-0.0310229919850826,-0.144415691494942,-0.178523153066635,0.206435844302177,62.8086776733399,-0.234812274575233,-0.128274038434029,-0.0669011548161507,98,39724
483784.4375,46,1750.12182617188,2554.18969726563,5.34157800674439,-0.16282731294632,0.137099072337151,-0.0377187505364418,-0.200146183371544,-0.107073754072189,25.0216083526611,0.641772150993347,-0.166021883487701,-0.0131746763363481,7.11216497421265,0.410623967647553,875.513916015625,0.0153804225847125,6.40766191482544,0.445230960845947,-0.159288868308067,46.5653762817383,-0.278389930725098,3.04827094078064,-0.0967514142394066,-0.111619137227535,63.4558067321777,2.77639603614807,0.384470969438553,418.588562011719,1.33522045612335,0.494473606348038,-0.106609858572483,-0.0893373116850853,-0.13879905641079,-9.65485742199235e-05,1.77497029304504,98,76501
140399,43,1841.0341796875,2643.60546875,4.24739408493042,-0.0133030032739043,24.9826889038086,13.9716701507568,1.0621292591095,0.397009283304215,-0.155200332403183,-0.0933735445141792,0.624477088451386,1.63508594036102,5.2840371131897,2.06659603118896,686.933715820313,1.5429459810257,7.86178302764893,-0.230244472622871,-0.204104065895081,13.6138401031494,0.684052169322968,-0.232452243566513,-0.137796580791473,0.34595263004303,511.625762939453,1.79175496101379,-0.091678686439991,5.68043851852417,-0.108773075044155,-0.0708306431770325,12.6197900772095,32.1085319519043,-0.092500202357769,0.318289548158646,-0.199167519807816,98,31293
77505,56,2050.98999023438,2865.27294921875,3.80256867408752,-0.142386019229889,-0.180482134222984,-0.118319556117058,19.2731628417969,-0.103426374495029,-0.0179583132266998,-0.0865153670310974,0.616876363754273,-0.132734447717667,4.81251001358032,-0.086701937019825,258.754486083984,2.64150953292847,26.0423831939697,0.353642255067825,18.3133964538574,43.1998176574707,28.7087421417236,-0.242574527859688,-0.000219986206502654,1.22628235816956,286.379547119141,54.9946136474609,1.48119878768921,-0.133172109723091,-0.0637873038649559,-0.0394186303019524,4.61663866043091,24.0411319732666,29.4360160827637,0.670545816421509,-0.0679421275854111,98,16225
200717,40,2495.62329101563,2948.63037109375,6.27966213226318,-0.189996793866158,-0.0607337057590485,-0.154763236641884,66.666145324707,9.06525325775146,-0.194374293088913,0.444974541664124,2.0680365562439,-0.168814793229103,3.93395662307739,11.7514486312866,1543.79748535156,0.285070151090622,41.3661117553711,3.75875353813171,2.0293607711792,6.64792633056641,146.350250244141,-0.105954214930534,-0.172354176640511,-0.163521274924278,676.553344726563,0.5183345079422,8.81634616851807,-0.217265129089355,-0.241324871778488,-0.0960900783538818,2.24848771095276,436.189971923828,-0.0733418688178062,-0.059197586029768,0.0946825295686722,98,43267
477398.4375,36,1887.96203613281,2427.63012695313,14.5951738357544,-0.103700399398804,-0.274894267320633,0.341545343399048,0.0823020860552788,-0.235363081097603,44.5969047546387,-0.190286874771118,1.46749222278595,1.20161402225494,37.8137359619141,2.28935861587524,1243.76782226563,-0.232940584421158,12.7305059432983,-0.250934064388275,-0.224440529942513,133.226623535156,-0.236023634672165,4.28801202774048,-0.207778006792068,-0.0387665778398514,219.176605224609,6.51081848144531,-0.261568784713745,260.532073974609,-0.12461268901825,-0.180608689785004,1.62167096138001,-0.222175046801567,0.523708760738373,-0.0993948057293892,0.258906602859497,98,74926
597281.4375,34,2013.18579101563,2672.13916015625,2.53827667236328,-0.229536235332489,0.136079117655754,1.01851320266724,58.9267082214356,0.499554365873337,-0.0697648450732231,-0.00591785740107298,-0.14608146250248,-0.165513321757317,-0.104471623897552,-0.0788472071290016,353.767547607422,2.6605532169342,0.101996742188931,-0.10322217643261,77.4660034179688,15.4502391815186,0.411834537982941,-0.0158295687288046,-0.0599886626005173,-0.24684850871563,106.315811157227,48.2088241577149,-0.0553342364728451,0.457522660493851,-0.135393694043159,-0.0116692492738366,-0.0257301647216082,81.8116683959961,6.57119417190552,13.1661710739136,-0.14676770567894,98,96956
172217,43,1509.93127441406,2275.28881835938,12.0944843292236,-0.133357375860214,-0.228543817996979,-0.110314019024372,0.710697293281555,17.0728874206543,1.00082659721375,0.577236115932465,0.023879237473011,-0.198813408613205,7.28124952316284,6.23996257781982,1347.154296875,0.602587640285492,20.7152557373047,-0.042430866509676,-0.234372869133949,114.308227539063,0.712243258953095,4.51446294784546,-0.183077201247215,0.414755642414093,222.080413818359,14.7901782989502,1.06589210033417,833.572814941406,1.15648305416107,-0.235394597053528,3.92430567741394,-0.205250144004822,-0.189601078629494,-0.207458347082138,-0.190151527523994,98,37768
453097,36,1633.09912109375,2352.52612304688,1.05121564865112,-0.121716894209385,0.127995699644089,-0.0655153170228005,-0.197992026805878,-0.0585710443556309,27.0507564544678,-0.129193186759949,0.347696334123611,0.0686101093888283,-0.0310444626957178,3.41548585891724,1420.12524414063,-0.0922455787658691,16.4703369140625,-0.0334220267832279,-0.234793111681938,10.7070264816284,-0.215457364916801,0.668912649154663,0.0730188265442848,-0.119063891470432,139.270141601563,1.09083533287048,-0.113051161170006,337.605133056641,-0.233961194753647,0.691190898418427,2.80929064750671,-0.097433790564537,-0.0210428349673748,-0.116187199950218,0.684270560741425,98,69161
120041,40,2199.22241210937,2629.33374023438,2.4814465045929,-0.12126512825489,-0.108587920665741,-0.0926917940378189,-0.0150413447991014,-0.164210766553879,5.55459690093994,-0.0197928920388222,-0.0398907959461212,0.141714572906494,-0.217872455716133,3.871985912323,852.380187988281,-0.040654145181179,18.9753189086914,-0.0923115313053131,-0.0821208357810974,76.8645858764648,-0.161273628473282,33.0090522766113,-0.160379499197006,0.882073402404785,82.2172470092774,-0.0637548416852951,-0.217014119029045,413.068389892578,-0.100645266473293,-0.145869717001915,-0.0824840813875198,0.208055734634399,-0.138878494501114,-0.126299872994423,-0.179723531007767,98,26582
257107,35,2268.12670898438,2806.37084960938,7.96240997314453,-0.0147259309887886,0.287424772977829,0.90692812204361,102.30150604248,1.06349456310272,1.97818291187286,0.408511638641357,1.13521575927734,-0.220784440636635,3.01411890983582,7.89846658706665,828.877807617188,0.525568604469299,112.932037353516,1.8791332244873,25.226110458374,52.8098297119141,60.510425567627,-0.210695788264275,-0.245960935950279,-0.0141274938359857,575.4912109375,19.8201484680176,1.65972328186035,-0.200524032115936,-0.234687834978104,-0.03279909491539,0.919233918190002,23.3165054321289,9.50749969482422,0.853974640369415,-0.196965202689171,98,52526
